rank,symbol,strategy,variant,timeframe,trades,win_rate,net_profit,return_percent,cost_10bps_net_profit,cost_10bps_return_percent,profit_factor,cost_10bps_profit_factor,expectancy_r,max_drawdown,max_loss_streak,top3_profit_percent,volume_filter,score
39,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target2_hold64_all_none,1h,192,44.27,7788.84,77.89,5451.89,54.52,1.58,1.37,0.311,-2044.45,9,13.66,none,-1.37
40,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target3_hold16_all_none,1h,116,38.79,7753.42,77.53,5801.97,58.02,1.78,1.52,0.514,-1096.50,7,19.82,none,32.37
41,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold8_long_only_none,1h,54,61.11,7731.67,77.32,6798.18,67.98,3.51,2.97,1.080,-544.67,3,16.48,none,115.95
42,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target2.5_hold16_all_none,1h,269,40.89,7695.68,76.96,3994.56,39.95,1.35,1.17,0.224,-2972.10,10,18.98,none,-35.36
43,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target3_hold32_all_none,1h,93,40.86,7690.91,76.91,6256.65,62.57,2.01,1.74,0.634,-914.75,6,19.65,none,54.82
44,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target3_hold64_all_none,1h,93,40.86,7690.91,76.91,6256.65,62.57,2.01,1.74,0.634,-914.75,6,19.65,none,54.82
45,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop0.7_target3_hold16_long_only_volume>1.4xSMA30,1h,55,52.73,7670.84,76.71,6673.24,66.73,2.86,2.44,1.060,-1641.36,10,20.01,volume>1.4xSMA30,26.66
46,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold32_long_only_none,1h,54,59.26,7665.99,76.66,6734.28,67.34,3.37,2.86,1.074,-544.67,3,16.62,none,112.46
47,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2.5_hold64_long_only_none,1h,54,59.26,7665.99,76.66,6734.28,67.34,3.37,2.86,1.074,-544.67,3,16.62,none,112.46
48,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target2.5_hold64_short_only_none,1h,100,46.00,7664.68,76.65,6313.16,63.13,2.04,1.78,0.585,-1039.88,4,17.18,none,79.95
49,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop0.7_target3_hold16_long_only_none,1h,67,47.76,7639.47,76.39,6386.31,63.86,2.40,2.04,0.870,-1463.23,8,20.19,none,38.15
50,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop0.7_target3_hold8_long_only_volume>1.4xSMA30,1h,55,54.55,7629.68,76.30,6633.03,66.33,2.93,2.50,1.055,-1253.27,7,20.01,volume>1.4xSMA30,64.63
51,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target3_hold32_long_only_none,1h,58,50.00,7607.60,76.08,6589.71,65.90,2.75,2.35,1.000,-1115.38,7,19.84,none,60.83
52,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target3_hold64_long_only_none,1h,58,50.00,7607.60,76.08,6589.71,65.90,2.75,2.35,1.000,-1115.38,7,19.84,none,60.83
53,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop0.7_target3_hold8_long_only_none,1h,67,49.25,7598.38,75.98,6347.58,63.48,2.44,2.07,0.866,-1137.94,6,20.25,none,63.34
54,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop0.7_target3_hold16_long_only_none,1h,44,59.09,7525.24,75.25,6797.24,67.97,3.93,3.37,1.302,-1036.11,7,19.76,none,88.63
55,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target3_hold32_short_only_none,1h,102,45.10,7507.15,75.07,6146.59,61.47,1.99,1.73,0.567,-1054.76,5,20.61,none,65.19
56,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold64_all_none,1h,263,49.05,7482.99,74.83,3921.52,39.22,1.41,1.19,0.220,-1291.83,10,10.54,none,-31.16
57,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target3_hold8_all_none,1h,280,40.36,7466.94,74.67,3856.77,38.57,1.37,1.17,0.212,-1632.71,10,20.94,none,-33.17
58,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold8_all_none,1h,293,49.15,7448.85,74.49,3356.26,33.56,1.39,1.16,0.197,-1743.49,10,10.67,none,-38.84
59,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop0.7_target3_hold32_long_only_volume>1.4xSMA30,1h,55,50.91,7441.85,74.42,6446.94,64.47,2.74,2.34,1.036,-1659.73,10,20.45,volume>1.4xSMA30,21.92
60,PEPEUSDT,range_expansion_breakout,ch12_rng0.9_stop0.7_target3_hold64_long_only_volume>1.4xSMA30,1h,55,50.91,7441.85,74.42,6446.94,64.47,2.74,2.34,1.036,-1659.73,10,20.45,volume>1.4xSMA30,21.92
61,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold16_all_none,1h,286,49.65,7419.20,74.19,3420.02,34.20,1.37,1.16,0.202,-1904.82,10,10.85,none,-38.68
62,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop0.7_target3_hold32_long_only_none,1h,67,46.27,7410.89,74.11,6160.69,61.61,2.32,1.97,0.851,-1463.23,8,20.55,none,34.32
63,PEPEUSDT,range_expansion_breakout,ch12_rng1.1_stop0.7_target3_hold64_long_only_none,1h,67,46.27,7410.89,74.11,6160.69,61.61,2.32,1.97,0.851,-1463.23,8,20.55,none,34.32
64,PEPEUSDT,range_expansion_breakout,ch20_rng1.6_stop0.7_target3_hold16_long_only_volume>1.4xSMA30,1h,41,60.98,7360.26,73.60,6694.36,66.94,4.23,3.63,1.373,-901.53,6,20.02,volume>1.4xSMA30,106.45
65,PEPEUSDT,range_expansion_breakout,ch36_rng1.1_stop0.7_target3_hold16_long_only_volume>1.4xSMA30,1h,41,60.98,7360.26,73.60,6701.91,67.02,4.01,3.46,1.373,-1121.53,7,20.22,volume>1.4xSMA30,89.72
66,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target2_hold64_all_none,1h,242,41.74,7351.89,73.52,4647.20,46.47,1.38,1.22,0.239,-2197.35,9,14.41,none,-13.45
67,PEPEUSDT,range_expansion_breakout,ch12_rng1.6_stop0.7_target3_hold16_long_only_none,1h,49,55.10,7339.71,73.40,6497.66,64.98,3.25,2.78,1.149,-1237.52,8,20.25,none,58.28
68,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop0.7_target3_hold16_long_only_none,1h,53,52.83,7329.45,73.29,6390.16,63.90,2.95,2.52,1.062,-1385.33,9,20.47,none,38.36
69,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target3.5_hold12_all_none,1h,96,37.50,7327.75,73.28,4026.54,40.27,1.86,1.38,0.596,-1025.85,6,23.97,none,23.11
70,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop0.7_target3_hold32_long_only_none,1h,44,56.82,7298.14,72.98,6571.80,65.72,3.68,3.16,1.273,-1036.11,7,20.11,none,81.24
71,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop0.7_target3_hold64_long_only_none,1h,44,56.82,7298.14,72.98,6571.80,65.72,3.68,3.16,1.273,-1036.11,7,20.11,none,81.24
72,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target3.5_hold48_all_none,1h,96,35.42,7272.45,72.72,3909.22,39.09,1.79,1.34,0.594,-1538.18,6,24.07,none,19.73
