rank,symbol,strategy,variant,timeframe,trades,win_rate,net_profit,return_percent,cost_10bps_net_profit,cost_10bps_return_percent,profit_factor,cost_10bps_profit_factor,expectancy_r,max_drawdown,max_loss_streak,top3_profit_percent,volume_filter,score
326,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold8_all_none,1h,78,44.87,4836.33,48.36,4061.23,40.61,1.87,1.68,0.523,-821.29,5,25.76,none,43.56
327,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold32_all_none,1h,80,38.75,5132.94,51.33,4178.78,41.79,1.84,1.63,0.538,-789.20,5,25.53,none,43.48
328,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target1.5_hold64_short_only_none,1h,99,54.55,4102.13,41.02,3112.94,31.13,1.78,1.54,0.355,-617.31,4,15.09,none,43.14
329,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold24_short_only_none,1h,46,52.17,4499.30,44.99,3221.61,32.22,2.67,1.97,0.826,-609.97,5,23.16,none,42.84
330,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold48_short_only_none,1h,46,52.17,4499.30,44.99,3221.61,32.22,2.67,1.97,0.826,-609.97,5,23.16,none,42.84
331,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target2.5_hold96_short_only_none,1h,46,52.17,4499.30,44.99,3221.61,32.22,2.67,1.97,0.826,-609.97,5,23.16,none,42.84
332,SOLUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold16_short_only_none,1h,48,52.08,3445.31,34.45,3080.31,30.80,2.23,2.03,0.633,-759.63,5,34.22,none,42.63
333,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold32_all_none,1h,81,40.74,4902.98,49.03,4130.44,41.30,1.80,1.63,0.511,-1084.21,5,25.98,none,42.38
334,WIFUSDT,atr_squeeze_continuation,ch80_cmp1_stop1.1_target3.5_hold48_all_none,1h,37,40.54,3430.11,34.30,3079.29,30.79,2.23,2.03,0.824,-840.99,5,40.10,none,42.37
335,WIFUSDT,atr_squeeze_continuation,ch80_cmp1_stop1.1_target3.5_hold96_all_none,1h,37,40.54,3430.11,34.30,3079.29,30.79,2.23,2.03,0.824,-840.99,5,40.10,none,42.37
336,SOLUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold64_short_only_none,1h,47,46.81,3508.62,35.09,3161.34,31.61,2.14,1.97,0.657,-639.00,5,28.33,none,42.22
337,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold32_all_none,1h,90,43.33,4916.10,49.16,4091.43,40.91,1.77,1.60,0.459,-707.43,5,21.82,none,42.18
338,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold64_all_none,1h,66,40.91,4364.18,43.64,3745.14,37.45,1.91,1.73,0.568,-620.59,5,28.57,none,42.15
339,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target2_hold64_short_only_volume>1.5xSMA30,1h,53,52.83,3348.72,33.49,3005.82,30.06,2.20,2.02,0.557,-584.64,5,22.99,volume>1.5xSMA30,42.13
340,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2_hold16_long_only_none,1h,51,56.86,3523.92,35.24,3096.65,30.97,2.26,2.03,0.604,-1104.35,5,22.98,none,42.02
341,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2_hold32_long_only_none,1h,47,55.32,3400.46,34.00,3018.08,30.18,2.26,2.05,0.636,-1046.54,5,23.35,none,41.91
342,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold64_all_volume>1.4xSMA30,1h,72,50.00,4291.18,42.91,3651.84,36.52,1.97,1.77,0.508,-897.37,5,19.48,volume>1.4xSMA30,41.55
343,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold64_all_volume>1.4xSMA30,1h,60,41.67,4095.02,40.95,3549.63,35.50,1.96,1.78,0.592,-622.79,5,29.98,volume>1.4xSMA30,41.35
344,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target3_hold16_all_none,1h,77,44.16,4404.97,44.05,3796.09,37.96,1.85,1.69,0.490,-769.17,5,28.25,none,41.17
345,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold16_all_none,1h,89,43.82,4858.50,48.58,3992.37,39.92,1.79,1.60,0.460,-855.69,5,21.98,none,40.78
346,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target2.5_hold32_short_only_none,1h,98,44.90,5190.39,51.90,4135.84,41.36,1.75,1.55,0.441,-1000.60,5,21.92,none,40.61
347,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2_hold32_long_only_none,1h,64,53.13,4503.13,45.03,3509.16,35.09,2.13,1.79,0.594,-854.30,5,18.84,none,40.60
348,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target2_hold64_long_only_none,1h,64,53.13,4503.13,45.03,3509.16,35.09,2.13,1.79,0.594,-854.30,5,18.84,none,40.60
349,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold8_all_none,1h,85,50.59,4451.96,44.52,3794.72,37.95,1.85,1.68,0.446,-1016.20,5,23.35,none,40.53
350,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold32_all_none,1h,68,41.18,4252.37,42.52,3620.51,36.21,1.89,1.71,0.540,-616.62,5,28.51,none,40.32
351,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold64_all_none,1h,103,46.60,4974.04,49.74,4038.42,40.38,1.71,1.54,0.404,-787.14,5,17.61,none,39.88
352,SOLUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold64_short_only_none,1h,47,42.55,3589.20,35.89,3231.03,32.31,2.04,1.88,0.673,-1011.16,5,33.84,none,39.76
353,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold32_all_volume>1.4xSMA30,1h,73,49.32,4150.49,41.50,3511.96,35.12,1.94,1.75,0.488,-884.92,5,19.86,volume>1.4xSMA30,39.57
354,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold16_all_none,1h,69,43.48,4002.77,40.03,3480.44,34.80,1.88,1.72,0.505,-607.86,5,30.22,none,39.30
355,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold8_all_none,1h,101,48.51,5449.14,54.49,3976.68,39.77,1.81,1.53,0.443,-736.74,5,16.46,none,39.24
356,SOLUSDT,atr_squeeze_continuation,ch20_cmp1_stop0.8_target3.5_hold12_short_only_none,1h,52,42.31,4148.50,41.48,3247.56,32.48,2.18,1.80,0.691,-539.59,5,33.66,none,39.23
357,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target3_hold16_all_none,1h,84,42.86,4533.25,45.33,3847.08,38.47,1.75,1.60,0.461,-930.89,5,27.89,none,39.09
358,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target3_hold32_all_volume>1.4xSMA30,1h,62,41.94,3962.16,39.62,3406.46,34.06,1.93,1.75,0.557,-805.59,5,29.70,volume>1.4xSMA30,38.81
359,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold32_all_none,1h,73,43.84,4101.09,41.01,3564.62,35.65,1.81,1.66,0.486,-641.98,5,24.63,none,38.65
360,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target3_hold32_short_only_none,1h,93,44.09,4647.17,46.47,3864.31,38.64,1.72,1.56,0.426,-865.37,5,27.58,none,38.47
361,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold16_all_none,1h,101,48.51,5386.44,53.86,3915.51,39.16,1.80,1.52,0.439,-736.74,5,16.59,none,38.44
362,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold64_all_none,1h,90,42.22,4644.24,46.44,3821.75,38.22,1.71,1.55,0.439,-692.45,5,22.90,none,38.17
363,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold16_all_none,1h,95,48.42,4543.40,45.43,3692.29,36.92,1.80,1.61,0.405,-868.55,5,18.38,none,37.94
364,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold32_all_none,1h,72,44.44,4066.15,40.66,3422.82,34.23,1.87,1.68,0.489,-677.03,5,24.87,none,37.66
365,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target2_hold64_short_only_none,1h,90,47.78,4401.79,44.02,3646.89,36.47,1.76,1.59,0.417,-756.12,5,19.24,none,37.24
366,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target3_hold8_all_none,1h,80,48.75,4112.77,41.13,3488.87,34.89,1.81,1.65,0.445,-1002.25,5,29.78,none,36.58
367,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold16_all_none,1h,83,49.40,4154.61,41.55,3411.60,34.12,1.87,1.66,0.430,-984.15,5,19.56,none,36.23
368,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target2.5_hold64_short_only_none,1h,89,41.57,4431.81,44.32,3673.00,36.73,1.68,1.52,0.427,-765.13,5,24.02,none,35.94
369,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target2.5_hold8_all_none,1h,96,45.83,4645.93,46.46,3705.76,37.06,1.72,1.53,0.411,-973.23,5,22.66,none,35.93
370,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target3_hold64_short_only_none,1h,91,37.36,4737.63,47.38,3772.97,37.73,1.65,1.48,0.445,-786.19,5,27.37,none,35.80
371,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold32_all_none,1h,101,47.52,5187.05,51.87,3720.99,37.21,1.76,1.49,0.426,-736.74,5,17.00,none,35.62
372,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target2_hold64_all_none,1h,101,47.52,5187.05,51.87,3720.99,37.21,1.76,1.49,0.426,-736.74,5,17.00,none,35.62
373,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold16_all_none,1h,89,50.56,3951.14,39.51,3422.72,34.23,1.75,1.62,0.384,-1049.64,5,20.61,none,35.03
374,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold64_all_none,1h,71,43.66,3898.81,38.99,3260.89,32.61,1.82,1.64,0.479,-659.07,5,25.88,none,34.90
375,XRPUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target2_hold32_all_none,1h,77,48.05,3887.25,38.87,3241.32,32.41,1.82,1.63,0.438,-758.79,5,20.81,none,34.38
376,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target1.5_hold64_all_volume>1.5xSMA30,1h,91,54.95,3731.73,37.32,3148.25,31.48,1.80,1.64,0.357,-492.36,5,16.18,volume>1.5xSMA30,34.17
377,WIFUSDT,liquidity_reclaim_reversal,sweep48_rsi14_stop0.5_target3_hold16_short_only_none,1h,66,45.45,3750.56,37.51,3022.19,30.22,1.95,1.69,0.499,-559.28,5,31.46,none,34.16
378,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2.5_hold16_all_none,1h,73,47.95,3484.26,34.84,3064.59,30.65,1.82,1.69,0.422,-714.52,5,28.06,none,34.11
379,XRPUSDT,range_expansion_breakout,ch36_rng0.9_stop1.7_target2_hold32_all_none,1h,82,47.56,4019.17,40.19,3320.40,33.20,1.77,1.60,0.424,-907.60,5,20.32,none,33.82
380,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target2_hold32_short_only_none,1h,93,48.39,4169.57,41.70,3407.86,34.08,1.72,1.55,0.386,-840.69,5,20.07,none,33.80
381,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold32_all_none,1h,80,48.75,3743.74,37.44,3285.45,32.85,1.73,1.61,0.409,-1019.95,5,21.49,none,33.66
382,XRPUSDT,range_expansion_breakout,ch20_rng1.6_stop1_target3_hold8_all_none,1h,70,42.86,4418.28,44.18,3320.52,33.21,1.87,1.59,0.541,-996.99,5,29.11,none,33.42
383,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold32_all_volume>1.4xSMA30,1h,65,44.62,3575.12,35.75,3015.74,30.16,1.87,1.69,0.485,-786.79,5,27.12,volume>1.4xSMA30,33.32
384,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.5_target2_hold32_short_only_none,1h,90,51.11,3727.39,37.27,3192.56,31.93,1.74,1.60,0.362,-675.64,5,21.61,none,33.30
385,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.5_target2.5_hold32_short_only_none,1h,90,47.78,3824.51,38.25,3279.40,32.79,1.69,1.56,0.372,-686.85,5,26.61,none,33.17
386,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold16_all_none,1h,81,38.27,4431.19,44.31,3470.21,34.70,1.72,1.52,0.471,-1016.35,5,27.88,none,33.13
387,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target1.5_hold64_all_volume>1.5xSMA30,1h,91,54.95,3731.73,37.32,3069.55,30.70,1.80,1.62,0.357,-581.77,5,16.18,volume>1.5xSMA30,32.74
388,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2.5_hold8_all_none,1h,92,48.91,4096.81,40.97,3378.50,33.79,1.69,1.54,0.386,-1031.19,5,24.94,none,32.64
389,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target3_hold8_all_none,1h,105,40.95,5288.73,52.89,3643.37,36.43,1.69,1.43,0.420,-987.37,5,24.81,none,32.60
390,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold16_all_none,1h,104,47.12,4379.40,43.79,3450.60,34.51,1.67,1.50,0.360,-998.94,5,18.85,none,32.38
391,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold64_all_volume>1.5xSMA30,1h,91,54.95,3731.73,37.32,3029.77,30.30,1.80,1.61,0.357,-581.77,5,16.18,volume>1.5xSMA30,32.10
392,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target2.5_hold32_short_only_none,1h,93,45.16,4112.94,41.13,3349.37,33.49,1.67,1.51,0.384,-846.07,5,25.43,none,32.07
393,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold32_all_none,1h,85,41.18,4358.04,43.58,3370.78,33.71,1.70,1.50,0.441,-893.17,5,24.00,none,31.99
394,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold64_all_none,1h,85,41.18,4358.04,43.58,3370.78,33.71,1.70,1.50,0.441,-893.17,5,24.00,none,31.99
395,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target3_hold8_all_none,1h,117,40.17,5554.61,55.55,3692.11,36.92,1.63,1.37,0.394,-1084.73,5,24.11,none,31.56
396,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold16_all_none,1h,79,46.84,3553.53,35.54,3085.15,30.85,1.73,1.60,0.397,-996.17,5,27.85,none,31.48
397,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target3_hold32_all_none,1h,86,37.21,4965.52,49.66,3502.26,35.02,1.69,1.43,0.488,-1092.23,5,26.45,none,31.07
398,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target3_hold64_all_none,1h,86,37.21,4965.52,49.66,3502.26,35.02,1.69,1.43,0.488,-1092.23,5,26.45,none,31.07
399,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold64_all_none,1h,80,46.25,3549.16,35.49,3091.54,30.92,1.66,1.55,0.391,-1062.03,5,22.46,none,30.06
400,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target3_hold8_all_none,1h,87,47.13,3833.11,38.33,3146.02,31.46,1.66,1.51,0.387,-1021.99,5,31.53,none,29.71
401,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target3_hold8_short_only_none,1h,100,47.00,4088.23,40.88,3085.20,30.85,1.73,1.50,0.355,-837.04,5,30.13,none,29.31
402,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold16_all_none,1h,86,41.86,4174.69,41.75,3177.57,31.78,1.68,1.47,0.421,-1056.07,5,24.42,none,28.98
403,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold8_all_none,1h,91,40.66,4562.47,45.62,3126.63,31.27,1.68,1.41,0.430,-996.21,5,27.44,none,27.15
