rank,symbol,strategy,variant,timeframe,trades,win_rate,net_profit,return_percent,cost_10bps_net_profit,cost_10bps_return_percent,profit_factor,cost_10bps_profit_factor,expectancy_r,max_drawdown,max_loss_streak,top3_profit_percent,volume_filter,score
12,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target1.5_hold12_short_only_volume>1.25xSMA30,1h,8,87.50,841.37,8.41,748.85,7.49,46.62,20.80,1.017,-18.44,1,56.17,volume>1.25xSMA30,478.55
13,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target3.5_hold24_short_only_volume>1.25xSMA30,1h,8,87.50,1326.62,13.27,1231.02,12.31,33.34,20.67,1.578,-41.02,1,73.73,volume>1.25xSMA30,476.57
14,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop1.5_target1.5_hold12_short_only_volume>1.25xSMA30,1h,9,88.89,1090.68,10.91,939.81,9.40,87.02,19.89,1.159,-12.68,1,44.44,volume>1.25xSMA30,459.64
15,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target3.5_hold24_short_only_none,1h,10,90.00,2487.95,24.88,2367.37,23.67,22.07,19.08,2.257,-118.08,1,47.64,none,455.43
16,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target2.5_hold12_short_only_none,1h,10,90.00,1291.92,12.92,1180.29,11.80,27.44,19.27,1.228,-48.87,1,59.52,none,448.38
17,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop1.1_target2_hold12_short_only_volume>1.25xSMA30,1h,9,88.89,1475.89,14.76,1266.93,12.67,84.27,19.26,1.545,-17.72,1,44.87,volume>1.25xSMA30,447.06
18,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target2.5_hold24_short_only_volume>1.25xSMA30,1h,8,87.50,1119.20,11.19,1025.00,10.25,28.82,17.70,1.340,-40.23,1,69.46,volume>1.25xSMA30,401.94
19,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target1.5_hold12_short_only_none,1h,10,90.00,1138.66,11.39,1028.82,10.29,24.94,17.36,1.087,-47.56,1,42.62,none,399.22
20,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target2_hold12_short_only_none,1h,10,90.00,1146.94,11.47,1036.53,10.37,24.82,17.28,1.096,-48.16,1,54.99,none,397.24
21,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target2.5_hold96_all_none,1h,9,88.89,1878.51,18.79,1832.17,18.32,17.86,16.55,1.938,-111.42,1,45.15,none,384.82
22,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target3.5_hold12_short_only_none,1h,9,88.89,1114.12,11.14,1010.14,10.10,24.16,16.88,1.187,-48.10,1,71.64,none,382.44
23,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target2.5_hold24_short_only_none,1h,10,90.00,2037.14,20.37,1919.62,19.20,18.94,16.24,1.877,-113.58,1,41.43,none,379.98
24,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop1.1_target3.5_hold12_short_only_none,1h,10,90.00,2248.82,22.49,2040.01,20.40,20.81,15.24,2.063,-113.51,1,52.89,none,356.04
25,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target2_hold96_all_none,1h,10,90.00,1708.36,17.08,1657.08,16.57,16.33,15.06,1.594,-111.44,1,39.53,none,347.83
26,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target2_hold24_short_only_volume>1.25xSMA30,1h,8,87.50,957.28,9.57,863.77,8.64,25.03,15.21,1.153,-39.84,1,64.65,volume>1.25xSMA30,339.89
27,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target1.5_hold24_short_only_volume>1.25xSMA30,1h,8,87.50,970.12,9.70,859.09,8.59,24.95,14.90,1.166,-40.50,1,49.52,volume>1.25xSMA30,332.10
28,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop2_target1.5_hold24_short_only_volume>1.25xSMA30,1h,8,87.50,932.62,9.33,839.53,8.40,24.45,14.84,1.123,-39.77,1,51.27,volume>1.25xSMA30,330.27
29,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop1.5_target2.5_hold12_all_none,1h,10,90.00,1628.70,16.29,1558.84,15.59,15.33,13.74,1.528,-113.67,1,51.04,none,313.78
30,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target2.5_hold48_short_only_none,1h,10,80.00,2044.55,20.45,1927.17,19.27,16.79,13.45,1.885,-129.52,2,42.06,none,310.21
31,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target2.5_hold48_all_none,1h,9,88.89,1534.89,15.35,1489.17,14.89,14.90,13.58,1.608,-110.40,1,53.76,none,307.13
32,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target3.5_hold48_all_none,1h,8,87.50,1526.38,15.26,1485.53,14.86,14.86,13.58,1.805,-110.10,1,72.21,none,302.28
33,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target1.5_hold96_all_none,1h,11,90.91,1489.35,14.89,1432.39,14.32,14.42,13.21,1.273,-110.98,1,33.70,none,301.18
34,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop1.5_target3.5_hold12_short_only_none,1h,10,90.00,1761.23,17.61,1608.95,16.09,16.61,12.96,1.647,-112.81,1,61.73,none,294.85
35,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target3.5_hold12_short_only_none,1h,10,90.00,1541.11,15.41,1425.89,14.26,15.03,12.70,1.451,-109.88,1,59.00,none,286.57
36,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop1.5_target3.5_hold12_all_none,1h,9,88.89,1519.63,15.20,1457.25,14.57,14.29,12.84,1.597,-114.36,1,71.87,none,285.46
37,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target2_hold48_all_none,1h,10,90.00,1386.08,13.86,1335.63,13.36,13.79,12.49,1.312,-108.38,1,47.38,none,280.37
38,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target2.5_hold12_short_only_none,1h,10,90.00,1482.73,14.83,1368.33,13.68,14.64,12.36,1.399,-108.67,1,54.58,none,277.32
39,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop1.5_target2.5_hold12_short_only_none,1h,10,90.00,1633.85,16.34,1484.08,14.84,15.79,12.27,1.533,-110.43,1,50.79,none,276.32
40,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target2_hold12_short_only_none,1h,11,90.91,1444.32,14.44,1308.81,13.09,14.36,11.92,1.239,-108.09,1,45.59,none,267.83
41,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target3.5_hold12_short_only_none,1h,13,84.62,3515.68,35.16,3107.25,31.07,17.22,11.00,2.358,-116.70,1,37.70,none,266.73
42,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop1.5_target2_hold12_short_only_none,1h,10,90.00,1495.41,14.95,1346.91,13.47,14.81,11.43,1.408,-108.29,1,44.19,none,253.97
43,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop2_target1.5_hold12_short_only_none,1h,12,91.67,1361.12,13.61,1217.76,12.18,13.50,11.09,1.072,-108.90,1,36.37,none,248.04
44,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target1.5_hold24_all_none,1h,11,90.91,1196.99,11.97,1140.81,11.41,12.03,10.94,1.036,-108.57,1,40.83,none,241.57
45,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold12_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
46,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold24_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
47,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold48_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
48,BNBUSDT,atr_squeeze_continuation,ch20_cmp0.85_stop0.8_target2.5_hold96_short_only_none,1h,14,85.71,3181.26,31.81,2741.89,27.42,15.61,9.79,2.000,-117.68,1,29.58,none,234.81
49,WIFUSDT,atr_squeeze_continuation,ch55_cmp0.7_stop2_target1.5_hold48_all_none,1h,11,90.91,1166.09,11.66,1110.20,11.10,11.81,10.60,1.011,-107.86,1,41.83,none,232.75
50,BNBUSDT,atr_squeeze_continuation,ch36_cmp0.85_stop1.1_target2_hold12_short_only_none,1h,13,84.62,2056.53,20.57,1770.96,17.71,17.25,10.16,1.454,-108.31,1,33.81,none,232.50
