rank,symbol,strategy,variant,timeframe,trades,win_rate,net_profit,return_percent,cost_10bps_net_profit,cost_10bps_return_percent,profit_factor,cost_10bps_profit_factor,expectancy_r,max_drawdown,max_loss_streak,top3_profit_percent,volume_filter,score
568,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target3.5_hold24_short_only_none,1h,36,41.67,3291.29,32.91,2570.10,25.70,2.31,1.87,0.817,-869.06,5,40.13,none,33.17
569,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target3_hold16_all_none,1h,81,38.27,4431.19,44.31,3470.21,34.70,1.72,1.52,0.471,-1016.35,5,27.88,none,33.13
570,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target1.5_hold64_all_volume>1.5xSMA30,1h,91,54.95,3731.73,37.32,3069.55,30.70,1.80,1.62,0.357,-581.77,5,16.18,volume>1.5xSMA30,32.74
571,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2.5_hold8_all_none,1h,92,48.91,4096.81,40.97,3378.50,33.79,1.69,1.54,0.386,-1031.19,5,24.94,none,32.64
572,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target3_hold8_all_none,1h,105,40.95,5288.73,52.89,3643.37,36.43,1.69,1.43,0.420,-987.37,5,24.81,none,32.60
573,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold16_all_none,1h,104,47.12,4379.40,43.79,3450.60,34.51,1.67,1.50,0.360,-998.94,5,18.85,none,32.38
574,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold64_all_volume>1.5xSMA30,1h,91,54.95,3731.73,37.32,3029.77,30.30,1.80,1.61,0.357,-581.77,5,16.18,volume>1.5xSMA30,32.10
575,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target2.5_hold32_short_only_none,1h,93,45.16,4112.94,41.13,3349.37,33.49,1.67,1.51,0.384,-846.07,5,25.43,none,32.07
576,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target3.5_hold12_short_only_none,1h,36,47.22,3032.31,30.32,2325.89,23.26,2.39,1.91,0.758,-756.57,5,42.70,none,32.04
577,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold32_all_none,1h,85,41.18,4358.04,43.58,3370.78,33.71,1.70,1.50,0.441,-893.17,5,24.00,none,31.99
578,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold64_all_none,1h,85,41.18,4358.04,43.58,3370.78,33.71,1.70,1.50,0.441,-893.17,5,24.00,none,31.99
579,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target3_hold8_all_none,1h,117,40.17,5554.61,55.55,3692.11,36.92,1.63,1.37,0.394,-1084.73,5,24.11,none,31.56
580,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold16_all_none,1h,79,46.84,3553.53,35.54,3085.15,30.85,1.73,1.60,0.397,-996.17,5,27.85,none,31.48
581,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.1_target1.5_hold32_all_volume>1.5xSMA30,1h,95,54.74,3578.60,35.79,2974.98,29.75,1.75,1.59,0.330,-468.41,5,16.69,volume>1.5xSMA30,31.35
582,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop1.5_target2_hold8_short_only_none,1h,130,51.54,3083.95,30.84,2312.12,23.12,1.52,1.37,0.214,-498.75,4,24.67,none,31.09
583,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target3_hold32_all_none,1h,86,37.21,4965.52,49.66,3502.26,35.02,1.69,1.43,0.488,-1092.23,5,26.45,none,31.07
584,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target3_hold64_all_none,1h,86,37.21,4965.52,49.66,3502.26,35.02,1.69,1.43,0.488,-1092.23,5,26.45,none,31.07
585,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold64_all_volume>1.4xSMA30,1h,64,43.75,3435.85,34.36,2879.21,28.79,1.81,1.63,0.477,-672.50,5,28.49,volume>1.4xSMA30,30.96
586,WIFUSDT,liquidity_reclaim_reversal,sweep72_rsi14_stop0.5_target2.5_hold64_short_only_none,1h,52,44.23,3100.87,31.01,2556.52,25.57,1.95,1.71,0.536,-490.10,5,30.78,none,30.18
587,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2_hold64_all_none,1h,80,46.25,3549.16,35.49,3091.54,30.92,1.66,1.55,0.391,-1062.03,5,22.46,none,30.06
588,PEPEUSDT,atr_squeeze_continuation,ch20_cmp1_stop2_target2_hold96_all_volume>1.25xSMA30,1h,60,48.33,3004.57,30.05,2665.90,26.66,1.81,1.68,0.450,-719.12,5,26.25,volume>1.25xSMA30,29.91
589,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold16_short_only_none,1h,142,51.41,4219.37,42.19,2453.54,24.54,1.52,1.27,0.256,-580.66,4,14.78,none,29.89
590,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold32_all_none,1h,72,48.61,3217.93,32.18,2828.60,28.29,1.73,1.62,0.399,-714.48,5,23.77,none,29.89
591,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target1.5_hold32_all_volume>1.5xSMA30,1h,95,54.74,3578.60,35.79,2895.15,28.95,1.76,1.57,0.330,-569.23,5,16.69,volume>1.5xSMA30,29.88
592,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target3_hold8_all_none,1h,87,47.13,3833.11,38.33,3146.02,31.46,1.66,1.51,0.387,-1021.99,5,31.53,none,29.71
593,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target3_hold8_short_only_none,1h,100,47.00,4088.23,40.88,3085.20,30.85,1.73,1.50,0.355,-837.04,5,30.13,none,29.31
594,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold32_all_volume>1.5xSMA30,1h,95,54.74,3578.60,35.79,2855.95,28.56,1.76,1.56,0.330,-569.23,5,16.69,volume>1.5xSMA30,29.26
595,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target2.5_hold48_short_only_none,1h,42,47.62,3135.65,31.36,2335.56,23.36,2.22,1.77,0.667,-585.26,5,30.11,none,29.21
596,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target2.5_hold96_short_only_none,1h,42,47.62,3135.65,31.36,2335.56,23.36,2.22,1.77,0.667,-585.26,5,30.11,none,29.21
597,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold16_all_none,1h,67,46.27,3001.12,30.01,2632.06,26.32,1.78,1.65,0.404,-589.76,5,31.41,none,29.07
598,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.3_target2.5_hold16_all_none,1h,86,41.86,4174.69,41.75,3177.57,31.78,1.68,1.47,0.421,-1056.07,5,24.42,none,28.98
599,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target1.5_hold8_long_only_none,1h,67,58.21,3488.42,34.88,2514.18,25.14,2.01,1.65,0.455,-697.26,5,17.06,none,27.71
600,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target1.5_hold16_long_only_none,1h,67,58.21,3488.42,34.88,2514.18,25.14,2.01,1.65,0.455,-697.26,5,17.06,none,27.71
601,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target1.5_hold32_long_only_none,1h,67,58.21,3488.42,34.88,2514.18,25.14,2.01,1.65,0.455,-697.26,5,17.06,none,27.71
602,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop0.7_target1.5_hold64_long_only_none,1h,67,58.21,3488.42,34.88,2514.18,25.14,2.01,1.65,0.455,-697.26,5,17.06,none,27.71
603,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target1.5_hold16_short_only_none,1h,102,51.96,3163.45,31.63,2046.93,20.47,1.60,1.35,0.277,-665.49,4,18.33,none,27.64
604,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1.7_target2_hold32_all_none,1h,78,47.44,3583.20,35.83,2847.19,28.47,1.72,1.53,0.404,-874.73,5,22.10,none,27.59
605,BNBUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target3_hold16_short_only_none,1h,47,42.55,3768.76,37.69,2590.23,25.90,2.08,1.61,0.702,-702.90,5,32.82,none,27.38
606,BNBUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target3_hold32_short_only_none,1h,47,42.55,3768.76,37.69,2590.23,25.90,2.08,1.61,0.702,-702.90,5,32.82,none,27.38
607,BNBUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target3_hold64_short_only_none,1h,47,42.55,3768.76,37.69,2590.23,25.90,2.08,1.61,0.702,-702.90,5,32.82,none,27.38
608,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.5_hold8_short_only_none,1h,143,50.35,3982.13,39.82,2229.44,22.29,1.52,1.26,0.242,-628.49,4,15.42,none,27.28
609,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target1.5_hold32_short_only_none,1h,101,54.46,3841.28,38.41,2850.55,28.51,1.73,1.50,0.330,-675.38,5,15.85,none,27.25
610,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold8_all_none,1h,91,40.66,4562.47,45.62,3126.63,31.27,1.68,1.41,0.430,-996.21,5,27.44,none,27.15
611,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2_hold8_all_none,1h,91,52.75,3347.17,33.47,2817.43,28.17,1.66,1.53,0.326,-935.06,5,23.50,none,27.09
612,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target3_hold8_short_only_none,1h,95,48.42,3510.37,35.10,2766.41,27.66,1.72,1.52,0.328,-687.72,5,33.12,none,27.07
613,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1.7_target2_hold64_all_none,1h,78,46.15,3570.96,35.71,2830.62,28.31,1.70,1.52,0.403,-881.35,5,22.24,none,27.04
614,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold32_short_only_none,1h,48,39.58,3101.71,31.02,2411.37,24.11,1.93,1.64,0.583,-683.65,5,36.20,none,26.47
615,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target3_hold64_short_only_none,1h,48,39.58,3101.71,31.02,2411.37,24.11,1.93,1.64,0.583,-683.65,5,36.20,none,26.47
616,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold8_all_none,1h,93,48.39,3747.89,37.48,2888.35,28.88,1.66,1.47,0.353,-984.81,5,21.30,none,26.28
617,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2_hold64_all_none,1h,72,45.83,3030.79,30.31,2642.03,26.42,1.66,1.55,0.379,-754.37,5,24.88,none,26.19
618,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target1.5_hold32_all_none,1h,90,53.33,3498.05,34.98,2705.34,27.05,1.70,1.51,0.341,-808.83,5,16.97,none,25.74
619,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold16_all_none,1h,93,46.24,3674.57,36.75,2823.83,28.24,1.63,1.45,0.348,-875.69,5,21.61,none,25.29
620,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target1.5_hold64_all_none,1h,90,53.33,3478.55,34.79,2683.88,26.84,1.69,1.50,0.340,-810.96,5,17.09,none,25.26
621,LINKUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target3_hold8_short_only_none,1h,80,51.25,3290.59,32.91,2417.39,24.17,1.92,1.59,0.366,-814.31,5,32.45,none,25.01
622,WIFUSDT,liquidity_reclaim_reversal,sweep48_rsi14_stop0.5_target2_hold16_short_only_none,1h,66,50.00,3045.91,30.46,2339.20,23.39,1.88,1.61,0.413,-658.66,5,24.97,none,24.99
623,XRPUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target2.5_hold96_all_volume>1.25xSMA30,1h,61,42.62,3367.57,33.68,2514.45,25.14,1.78,1.53,0.492,-615.43,5,29.76,volume>1.25xSMA30,24.78
624,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2_hold16_all_none,1h,81,46.91,3288.21,32.88,2571.99,25.72,1.67,1.48,0.362,-714.24,5,23.31,none,24.05
625,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target1.5_hold8_short_only_none,1h,141,50.35,3410.31,34.10,1967.98,19.68,1.46,1.24,0.215,-697.54,4,17.25,none,23.95
626,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target1.5_hold32_short_only_none,1h,95,53.68,3285.13,32.85,2541.57,25.42,1.65,1.47,0.307,-529.63,5,17.97,none,23.87
627,XRPUSDT,range_expansion_breakout,ch36_rng1.1_stop1.7_target2_hold64_all_none,1h,77,45.45,3191.04,31.91,2561.62,25.62,1.64,1.48,0.371,-739.37,5,24.18,none,23.80
628,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1.7_target2.5_hold16_all_none,1h,75,44.00,3162.66,31.63,2508.08,25.08,1.69,1.51,0.379,-877.35,5,29.40,none,23.55
629,XRPUSDT,range_expansion_breakout,ch36_rng0.9_stop1.7_target2_hold64_all_none,1h,82,45.12,3316.35,33.16,2635.41,26.35,1.61,1.46,0.361,-884.36,5,23.49,none,23.54
630,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target2.5_hold16_all_none,1h,86,43.02,3380.07,33.80,2623.34,26.23,1.62,1.44,0.351,-843.74,5,28.01,none,23.24
631,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target2.5_hold8_short_only_none,1h,95,49.47,3171.80,31.72,2445.92,24.46,1.68,1.49,0.300,-674.10,5,30.34,none,22.96
632,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target1.5_hold32_all_none,1h,113,51.33,3746.40,37.46,2744.43,27.44,1.55,1.38,0.290,-1032.58,5,16.14,none,22.34
633,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target1.5_hold64_all_none,1h,113,51.33,3726.54,37.27,2722.06,27.22,1.54,1.37,0.288,-1035.30,5,16.24,none,21.94
634,XRPUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.1_target2.5_hold48_all_volume>1.25xSMA30,1h,61,42.62,3163.77,31.64,2315.93,23.16,1.74,1.49,0.466,-606.05,5,31.19,volume>1.25xSMA30,21.86
635,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target2.5_hold16_all_none,1h,94,42.55,3462.60,34.63,2633.49,26.33,1.56,1.39,0.329,-981.47,5,27.73,none,21.74
636,PEPEUSDT,range_expansion_breakout,ch12_rng1.35_stop1.3_target2.5_hold16_all_none,1h,94,42.55,3297.53,32.98,2585.47,25.85,1.53,1.39,0.316,-742.18,5,29.37,none,21.69
637,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold8_all_none,1h,105,50.48,3053.60,30.54,1669.59,16.70,1.50,1.25,0.262,-550.21,4,18.81,none,21.53
638,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold16_all_none,1h,105,50.48,3053.60,30.54,1669.59,16.70,1.50,1.25,0.262,-550.21,4,18.81,none,21.53
639,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold32_all_none,1h,105,50.48,3053.60,30.54,1669.59,16.70,1.50,1.25,0.262,-550.21,4,18.81,none,21.53
640,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop0.7_target1.5_hold64_all_none,1h,105,50.48,3053.60,30.54,1669.59,16.70,1.50,1.25,0.262,-550.21,4,18.81,none,21.53
641,PEPEUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2_hold8_all_none,1h,81,48.15,3099.38,30.99,2380.50,23.80,1.64,1.46,0.344,-765.58,5,24.38,none,21.29
642,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target1.5_hold16_short_only_none,1h,140,49.29,3228.18,32.28,1794.25,17.94,1.40,1.20,0.207,-710.00,4,18.00,none,21.24
643,LINKUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop1.1_target2.5_hold8_short_only_none,1h,80,51.25,3001.69,30.02,2145.89,21.46,1.85,1.54,0.337,-790.88,5,29.99,none,20.96
644,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold32_all_none,1h,93,44.09,3354.79,33.55,2508.34,25.08,1.55,1.38,0.323,-875.69,5,23.11,none,20.51
645,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2_hold64_all_none,1h,93,44.09,3354.79,33.55,2508.34,25.08,1.55,1.38,0.323,-875.69,5,23.11,none,20.51
646,BNBUSDT,range_expansion_breakout,ch55_rng0.9_stop0.7_target3_hold16_short_only_none,1h,44,40.91,3109.47,31.09,2075.27,20.75,1.96,1.53,0.636,-669.25,5,37.87,none,20.35
647,BNBUSDT,range_expansion_breakout,ch55_rng0.9_stop0.7_target3_hold32_short_only_none,1h,44,40.91,3109.47,31.09,2075.27,20.75,1.96,1.53,0.636,-669.25,5,37.87,none,20.35
648,BNBUSDT,range_expansion_breakout,ch55_rng0.9_stop0.7_target3_hold64_short_only_none,1h,44,40.91,3109.47,31.09,2075.27,20.75,1.96,1.53,0.636,-669.25,5,37.87,none,20.35
649,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1.3_target2.5_hold32_all_none,1h,82,40.24,3518.88,35.19,2499.42,24.99,1.57,1.37,0.383,-817.04,5,28.47,none,20.24
650,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target3_hold16_all_none,1h,89,40.45,3350.85,33.51,2564.69,25.65,1.55,1.39,0.339,-1402.20,5,33.89,none,19.99
651,BNBUSDT,range_expansion_breakout,ch36_rng1.1_stop0.7_target3_hold16_short_only_none,1h,44,40.91,3109.47,31.09,2045.57,20.46,1.96,1.52,0.636,-669.25,5,37.75,none,19.80
652,BNBUSDT,range_expansion_breakout,ch36_rng1.1_stop0.7_target3_hold32_short_only_none,1h,44,40.91,3109.47,31.09,2045.57,20.46,1.96,1.52,0.636,-669.25,5,37.75,none,19.80
653,BNBUSDT,range_expansion_breakout,ch36_rng1.1_stop0.7_target3_hold64_short_only_none,1h,44,40.91,3109.47,31.09,2045.57,20.46,1.96,1.52,0.636,-669.25,5,37.75,none,19.80
654,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target3_hold16_all_none,1h,87,36.78,3970.74,39.71,2548.98,25.49,1.56,1.32,0.402,-1055.47,5,31.00,none,18.87
655,DOGEUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target3_hold32_short_only_none,1h,91,39.56,3550.32,35.50,2403.98,24.04,1.56,1.34,0.350,-751.71,5,32.82,none,18.67
656,PEPEUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target2_hold8_all_none,1h,100,47.00,3347.34,33.47,2418.21,24.18,1.53,1.36,0.299,-994.46,5,23.15,none,18.63
657,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold32_all_none,1h,95,38.95,3919.52,39.20,2484.91,24.85,1.55,1.31,0.363,-892.39,5,25.96,none,18.40
658,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold64_all_none,1h,95,38.95,3919.52,39.20,2484.91,24.85,1.55,1.31,0.363,-892.39,5,25.96,none,18.40
659,WIFUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target1.5_hold32_short_only_none,1h,102,52.94,3365.36,33.65,2243.56,22.44,1.63,1.38,0.292,-652.15,5,17.47,none,18.37
660,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1.7_target3_hold16_all_none,1h,82,40.24,3036.36,30.36,2327.68,23.28,1.56,1.40,0.338,-1235.73,5,36.31,none,18.24
661,XRPUSDT,range_expansion_breakout,ch36_rng0.9_stop1.7_target1.5_hold32_all_none,1h,93,51.61,3097.15,30.97,2341.15,23.41,1.57,1.40,0.298,-1325.64,5,18.71,none,18.21
662,XRPUSDT,range_expansion_breakout,ch36_rng0.9_stop1.7_target1.5_hold64_all_none,1h,93,51.61,3078.22,30.78,2320.37,23.20,1.56,1.40,0.297,-1329.13,5,18.85,none,17.79
663,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1.3_target2.5_hold64_all_none,1h,82,39.02,3332.86,33.33,2318.15,23.18,1.53,1.34,0.366,-817.04,5,29.65,none,17.62
664,LINKUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target3_hold8_short_only_none,1h,82,47.56,3149.50,31.49,2073.39,20.73,1.74,1.42,0.346,-805.00,5,36.02,none,17.32
665,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.5_target1.25_hold16_short_only_none,1h,142,54.23,3069.62,30.70,1416.18,14.16,1.42,1.18,0.195,-699.40,4,15.72,none,16.82
666,DOGEUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target3_hold64_short_only_none,1h,86,34.88,3354.05,33.54,2292.56,22.93,1.52,1.32,0.354,-883.27,5,34.23,none,16.78
667,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target2.5_hold8_all_none,1h,109,41.28,4036.29,40.36,2399.90,24.00,1.53,1.28,0.324,-930.55,5,25.59,none,16.74
668,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold16_all_none,1h,95,38.95,3777.75,37.78,2347.49,23.47,1.53,1.30,0.352,-1015.53,5,26.66,none,16.31
669,LINKUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target3_hold8_short_only_none,1h,84,46.43,3334.68,33.35,2057.79,20.58,1.71,1.38,0.355,-831.54,5,34.46,none,16.01
670,LINKUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target2.5_hold8_short_only_none,1h,86,48.84,3383.12,33.83,2059.67,20.60,1.73,1.38,0.350,-867.69,5,28.68,none,15.95
671,BNBUSDT,range_expansion_breakout,ch36_rng0.9_stop0.7_target3_hold8_short_only_none,1h,47,42.55,3046.03,30.46,1883.65,18.84,1.89,1.45,0.585,-875.82,5,39.22,none,15.94
672,PEPEUSDT,range_expansion_breakout,ch20_rng1.1_stop1_target1.5_hold8_all_none,1h,100,52.00,3019.66,30.20,2095.06,20.95,1.54,1.34,0.272,-744.96,5,18.96,none,15.70
673,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2.5_hold8_all_none,1h,100,43.00,3299.68,33.00,2190.44,21.90,1.53,1.32,0.297,-933.38,5,29.30,none,15.53
674,WIFUSDT,liquidity_reclaim_reversal,sweep12_rsi14_stop0.8_target2_hold16_short_only_none,1h,138,44.93,3764.71,37.65,2308.89,23.09,1.42,1.24,0.241,-845.56,5,21.56,none,14.85
675,DOGEUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target3_hold64_short_only_none,1h,90,34.44,3480.82,34.81,2199.13,21.99,1.50,1.28,0.350,-1020.07,5,33.30,none,14.56
676,XRPUSDT,range_expansion_breakout,ch12_rng1.6_stop1_target3_hold8_all_none,1h,87,40.23,3576.59,35.77,2172.90,21.73,1.56,1.30,0.367,-1244.82,5,33.86,none,14.15
677,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1_target2.5_hold8_all_none,1h,121,40.50,4073.43,40.73,2242.36,22.42,1.48,1.23,0.295,-1139.93,5,25.42,none,13.38
678,BNBUSDT,atr_squeeze_continuation,ch20_cmp1_stop1.5_target3.5_hold24_all_none,1h,76,35.53,3271.67,32.72,1997.13,19.97,1.53,1.29,0.391,-800.03,5,42.30,none,13.11
679,DOGEUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target3_hold16_short_only_none,1h,92,43.48,3041.76,30.42,1896.60,18.97,1.52,1.29,0.302,-614.62,5,36.87,none,12.66
680,DOGEUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target3_hold8_short_only_none,1h,95,45.26,3177.75,31.78,1841.74,18.42,1.60,1.30,0.302,-600.95,5,35.04,none,12.53
681,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.7_target1.5_hold16_all_none,1h,114,49.12,3005.02,30.05,2033.44,20.33,1.46,1.29,0.238,-1270.62,5,18.99,none,12.46
682,XRPUSDT,range_expansion_breakout,ch20_rng1.35_stop1_target2.5_hold8_all_none,1h,95,40.00,3418.65,34.19,1990.34,19.90,1.51,1.26,0.323,-1000.56,5,28.69,none,11.97
683,DOGEUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.8_target2_hold32_short_only_none,1h,92,45.65,3039.14,30.39,1890.14,18.90,1.53,1.30,0.299,-975.50,5,24.89,none,11.88
684,XRPUSDT,range_expansion_breakout,ch20_rng1.1_stop1.3_target2_hold8_all_none,1h,109,44.95,3071.42,30.71,1859.54,18.60,1.46,1.25,0.256,-903.38,5,24.99,none,10.68
685,DOGEUSDT,liquidity_reclaim_reversal,sweep24_rsi14_stop0.5_target3_hold32_short_only_none,1h,94,38.30,3151.72,31.52,1829.85,18.30,1.48,1.25,0.307,-854.07,5,35.88,none,10.32
686,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2.5_hold8_all_none,1h,110,41.82,3144.33,31.44,1928.18,19.28,1.45,1.25,0.260,-1365.18,5,30.49,none,10.11
687,BNBUSDT,range_expansion_breakout,ch12_rng1.6_stop1.3_target2.5_hold32_all_none,1h,87,39.08,3038.30,30.38,1700.47,17.00,1.47,1.23,0.319,-1122.46,5,31.72,none,8.06
688,XRPUSDT,range_expansion_breakout,ch20_rng0.9_stop1.3_target2_hold8_all_none,1h,120,44.17,3048.87,30.49,1713.58,17.14,1.40,1.21,0.231,-1326.07,5,25.13,none,7.01
